flac,control_category,prompt_id,requested_vocal,seed,vocal_energy_ratio,near_silent,present,type_correct,panns_vocal,common,semantic,aesthetic_pq,lyric
keep/held_out_0001/seed4_2027500004.flac,D_e2_vocal_tail,held_out_0001,1,2027500004,0.11225,False,0,0,0.25131,1.7974611992054812,0.5275327563285828,6.336752891540527,0.368421052631579
keep/held_out_0001/seed5_2027500005.flac,D_e2_vocal_tail,held_out_0001,1,2027500005,0.01887,False,0,0,0.08993,1.3118620096882756,0.42624473571777344,5.359017372131348,0.0
keep/held_out_0001/seed6_2027500006.flac,D_e2_vocal_tail,held_out_0001,1,2027500006,0.05708,False,0,0,0.11392,1.7829199548340338,0.4869278073310852,6.097393989562988,0.1578947368421053
keep/held_out_0001/seed7_2027500007.flac,D_e2_vocal_tail,held_out_0001,1,2027500007,0.10803,False,0,0,0.47642,1.6798281030851006,0.5576446652412415,6.445306301116943,0.0
keep/held_out_0008/seed0_2027600000.flac,D_e2_vocal_tail,held_out_0008,1,2027600000,0.01255,False,0,0,0.01721,1.8899547761774862,0.40126901865005493,7.154870986938477,0.0
keep/held_out_0008/seed1_2027600001.flac,D_e2_vocal_tail,held_out_0008,1,2027600001,0.0932,False,0,0,0.0765,2.1785344141492518,0.3665381968021393,7.570817470550537,0.0
keep/held_out_0008/seed2_2027600002.flac,D_e2_vocal_tail,held_out_0008,1,2027600002,0.00437,False,0,0,0.22879,1.6405381426891132,0.17736518383026123,6.041726112365723,0.0
keep/held_out_0008/seed3_2027600003.flac,D_e2_vocal_tail,held_out_0008,1,2027600003,0.01135,False,0,0,0.07386,1.7675587674788793,0.21159480512142181,6.356645107269287,0.0
keep/held_out_0008/seed4_2027600004.flac,D_e2_vocal_tail,held_out_0008,1,2027600004,0.10286,False,0,0,0.11088,1.1857965927950036,0.20277181267738342,6.464719295501709,0.0
keep/held_out_0008/seed5_2027600005.flac,D_e2_vocal_tail,held_out_0008,1,2027600005,0.01974,False,0,0,0.60175,1.778789757579847,0.26543694734573364,6.841162204742432,0.0
keep/held_out_0008/seed6_2027600006.flac,D_e2_vocal_tail,held_out_0008,1,2027600006,0.02132,False,0,0,0.06012,2.1173578982930494,0.30861181020736694,7.335280418395996,0.0
keep/held_out_0008/seed7_2027600007.flac,D_e2_vocal_tail,held_out_0008,1,2027600007,0.04191,False,0,0,0.29141,1.8250960671585594,0.2504250705242157,6.685506820678711,0.0
keep/held_out_0016/seed0_2027700000.flac,D_e2_vocal_tail,held_out_0016,1,2027700000,0.03414,False,0,0,0.04639,1.9882057361177532,0.5289592146873474,6.666075706481934,0.0
keep/held_out_0016/seed1_2027700001.flac,D_e2_vocal_tail,held_out_0016,1,2027700001,0.04762,False,0,0,0.20194,2.163061607117856,0.14824098348617554,7.694130897521973,0.0
keep/held_out_0016/seed2_2027700002.flac,D_e2_vocal_tail,held_out_0016,1,2027700002,0.00664,False,0,0,0.0704,2.0105310496352855,0.1960550993680954,7.450146675109863,0.05555555555555558
keep/held_out_0016/seed3_2027700003.flac,D_e2_vocal_tail,held_out_0016,1,2027700003,0.04135,False,0,0,0.47081,1.3585557111483597,0.39349135756492615,5.532078266143799,0.0
keep/held_out_0016/seed4_2027700004.flac,D_e2_vocal_tail,held_out_0016,1,2027700004,0.02073,False,0,0,0.0811,2.0990193456798267,0.5599641799926758,6.765486240386963,0.2777777777777778
keep/held_out_0016/seed5_2027700005.flac,D_e2_vocal_tail,held_out_0016,1,2027700005,0.16325,False,0,0,0.49274,2.032632664973089,0.06421768665313721,7.2806549072265625,0.4444444444444444
keep/held_out_0016/seed6_2027700006.flac,D_e2_vocal_tail,held_out_0016,1,2027700006,0.00249,False,0,0,0.52517,1.038304075592726,-0.038277000188827515,5.747546195983887,0.05555555555555558
keep/held_out_0016/seed7_2027700007.flac,D_e2_vocal_tail,held_out_0016,1,2027700007,0.05356,False,0,0,0.19839,1.9179265176599354,0.4436432719230652,6.4266438484191895,0.0
keep/held_out_0017/seed0_2027800000.flac,D_e2_vocal_tail,held_out_0017,1,2027800000,0.05712,False,0,0,0.10699,1.8381090263122206,-0.007678664289414883,6.653822898864746,0.0
keep/held_out_0017/seed1_2027800001.flac,D_e2_vocal_tail,held_out_0017,1,2027800001,0.03357,False,0,0,0.06054,2.185170720116058,0.3702515959739685,7.6256208419799805,0.0
keep/held_out_0017/seed2_2027800002.flac,D_e2_vocal_tail,held_out_0017,1,2027800002,0.0213,False,0,0,0.11697,2.2146397380884006,0.4619961380958557,7.494956016540527,0.0
keep/held_out_0017/seed3_2027800003.flac,D_e2_vocal_tail,held_out_0017,1,2027800003,0.0285,False,0,0,0.38752,1.8449652714113913,0.3487510681152344,6.690423011779785,0.0
keep/held_out_0017/seed4_2027800004.flac,D_e2_vocal_tail,held_out_0017,1,2027800004,0.15608,False,0,0,0.16023,2.313320868348948,0.42239275574684143,7.674771785736084,0.0
keep/held_out_0017/seed5_2027800005.flac,D_e2_vocal_tail,held_out_0017,1,2027800005,0.02304,False,0,0,0.45499,2.3877552387504224,0.3427588939666748,8.182007789611816,0.25
keep/held_out_0017/seed6_2027800006.flac,D_e2_vocal_tail,held_out_0017,1,2027800006,0.06299,False,0,0,0.44129,1.6045502491926684,0.21187250316143036,6.140933513641357,0.0
keep/held_out_0017/seed7_2027800007.flac,D_e2_vocal_tail,held_out_0017,1,2027800007,0.13839,False,0,0,0.0701,2.294398623993942,0.2885341942310333,7.885832786560059,0.0
